,Unnamed: 0,제 55 기,제 54 기,제 53 기
44,자본총계,22548935047746.00,25151250126386.00,21105710686971.00
45,자본과부채총계,42406651757716.00,49048902937410.00,44458515389663.00
46,매출액,311556368866600,292790455178620,281026838226180
47,매출원가,271703280055900,256269900527180,247709513803270
48,매출총이익,39853088810700,36520554651440,33317324422910
49,판매비와관리비,28814187128230,27707871102980,31922078510200
50,영업이익(손실),11038901682470,8812683548460,1395245912710
51,기타수익,21528887945570,10833825206390,14993076873670
52,기타비용,10015688940510,9231250382110,13640118857200
53,금융수익,2542382695480,2203583803880,3204383360760
54,금융비용,2985644688430,3128581729080,3544706124850
55,지분법이익,3496075622420,194819896100,167333165200
56,지분법손실,1777538860420,1434965902740,1677417013800
57,법인세비용차감전순이익(손실),23827375456580,8250114440900,897797316490
58,법인세비용,6344940022500,3439069665500,689378047360
59,당기순이익(손실),17482435434080,4811044775400,208419269130
60,기타포괄손익,"(3,856,078,516,544)0",36803967240870,13778110838990
61,후속적으로 당기손익으로 재분류되는 포괄손익,270328679600,"(175,220,782,734)0",13842823423990
62,매도가능증권평가손익,nan0,nan0,13609129723970
63,지분법자본변동,294926225030,"(15,890,536,098)0",534172305590
64,해외사업환산손익,75214455080,"(169,853,631,627)0","(40,339,743,232)0"
65,현금흐름위험회피파생상품평가손익,"(9,981,200,051)0",105233849910,102918826750
66,후속적으로 당기손익으로 재분류되지 않는 포괄손익,"(3,883,111,384,504)0",38556175068210,"(6,471,258,500)0"
67,지분법자본변동,"(663,926,112)0",6824457590,"(1,001,038,509)0"
68,기타포괄손익-공정가치 측정 금융자산 평가손익,"(3,825,037,228,772)0",38627371235460,00
69,보험수리적손익,"(57,410,229,620)0","(7,802,062,484)0","(5,470,219,991)0"
70,총포괄손익,"(2,107,834,973,136)0",41615012016270,13986530108120
71,당기순이익(손실)의 귀속,nan0,nan0,nan0
72,지배기업 소유주지분,17127901568000,6397979434170,1073569468620
73,비지배지분,354533866080,"(158,693,465,877)0","(86,515,019,949)0"
74,총 포괄손익의 귀속,nan0,nan0,nan0
75,지배기업 소유주지분,"(2,150,130,495,409)0",43622104342500,14757319804890
76,비지배지분,422955222730,"(200,709,232,623)0","(77,078,969,677)0"
77,주당이익,nan0,nan0,nan0
78,기본주당순이익(손실) (단위 : 원),103840,38790,6500
79,영업활동으로 인한 현금흐름,16783768064380,13124363204570,13553952432670
80,영업으로부터 창출된 현금,12013683385870,10909021889060,14112956500290
81,이자의 수취,1555665825910,1760053372670,1649459031380
82,이자의 지급,"(224,366,496,444)0","(194,783,333,963)0","(244,899,856,936)0"
83,배당금의 수취,6293671829650,4274283992700,2784120952650
84,법인세의 납부,"(83,558,801,261)0","(187,116,271,023)0","(254,358,548,229)0"
85,투자활동으로 인한 현금흐름,1677919497850,2799382122420,"(812,089,431,935)0"
86,투자활동으로 인한 현금유입액,27275192534300,15025440305930,12063535235280
87,매각예정자산의 처분,635892392650,00,860844790730
88,단기금융상품의 감소,00,9525508497870,00
89,단기대여금의 감소,00,17883616230,448308340890
90,유동성장기채권의 회수,576169800,99657551970,567691624590
91,당기손익-공정가치측정금융자산의처분,7500243279800,130548978500,00
92,기타포괄손익-공정가치측정금융자산의처분,12532960220,476985451770,00
93,매도가능금융자산의 처분,00,00,4257553479070
94,종속기업투자의 처분,35038624320,2083285570,42630057510
95,관계기업 및 공동기업투자의 처분,7932077039230,2257187740770,3249832001900
96,장기채권의 회수,31279317470,374692320630,422560075410
97,보증금의 감소,499872828860,820333626350,1032225846310
98,유형자산의 처분,1847116080940,729503965060,1076223422490
99,무형자산의 처분,25264916910,585774298480,13852130870
100,투자부동산의 처분,8694236215710,5270972730,64632053090
101,기타비유동자산의 감소,61062708390,10000000,27181412420
102,투자활동으로 인한 현금유출액,"(2,559,727,303,645)0","(1,222,605,818,351)0","(2,018,442,955,463)0"
103,단기금융상품의 순증가,"(528,305,362,640)0",00,"(992,902,675,084)0"
104,단기대여금의 증가,"(1,189,413,967)0",00,00
105,당기손익-공정가치측정금융자산의취득,"(1,290,442,140,828)0","(2,985,720,602)0",00
106,기타포괄손익-공정가치측정금융자산의취득,"(2,910,070,888)0","(15,282,164,354)0",00
107,매도가능금융자산의 취득,00,00,"(108,117,362,400)0"
108,관계기업 및 공동기업투자의 취득,"(16,704,207,771)0","(248,708,922,167)0","(273,196,966,501)0"
109,해외자원개발자금의 증가,00,00,"(82,729,389)0"
110,장기채권의 증가,"(18,034,626,047)0","(134,484,747,449)0","(45,717,953,318)0"
111,보증금의 증가,"(79,309,660,200)0","(76,641,050,095)0","(63,179,931,463)0"
112,유형자산의 취득,"(540,363,329,563)0","(678,034,328,084)0","(484,652,084,528)0"
113,무형자산의 취득,"(64,389,323,785)0","(64,060,704,106)0","(48,192,575,741)0"
114,연결범위 변동으로 인한 현금유출,"(17,169,643,415)0",00,00
115,기타비유동자산의 증가,"(909,524,541)0","(2,408,181,494)0","(2,400,677,039)0"
116,재무활동으로 인한 현금흐름,"(1,884,735,976,299)0","(1,116,682,251,249)0",1224277954440
117,재무활동으로 인한 현금유입액,3629401497100,7577931467790,28465154628410
118,단기차입금의 순증가,00,2583614711450,00
119,사채의 발행,1895790600000,2491517400000,8672038000000
120,장기차입금의 차입,1707570897100,2502799356340,5113887813240
121,비지배지분의 순증감,00,00,14679228815170
122,임대보증금의 증가,26040000000,00,00
123,재무활동으로 인한 현금유출액,"(2,247,676,126,009)0","(1,874,475,398,028)0","(2,724,087,667,397)0"
124,배당금의 지급,"(329,937,641,550)0","(90,786,051,600)0","(83,893,023,550)0"
125,단기차입금의 순감소,"(836,665,347,516)0",00,"(482,351,088,022)0"
126,유동성장기채무의 상환,"(1,038,750,000,000)0","(1,493,038,038,245)0","(1,129,547,142,113)0"
127,장기차입금의 조기상환,"(30,131,247,881)0","(284,424,579,084)0","(348,586,598,944)0"
128,임대보증금의 감소,"(1,134,000,000)0",00,00
129,자기주식의 취득,"(2,930,310)0",00,"(675,525,660,200)0"
130,비지배지분에 대한 배당,"(11,054,958,752)0","(4,963,700,010)0","(2,808,968,079)0"
131,기타자본의 순감소,00,"(1,263,029,089)0","(1,375,186,489)0"
132,환율변동효과 반영전 현금및현금성자산의 순증가(감소),"(38,567,220,076)0",4756922814500,6657336067760
133,현금및현금성자산에 대한 환율변동효과,"(51,046,540,418)0","(181,070,171,088)0","(33,607,993,845)0"
134,현금및현금성자산의순증가(감소),"(89,613,760,494)0",2946221103620,6321256129310
135,기초현금및현금성자산,29931521575480,26985300471860,20664044342550
136,기말현금및현금성자산,29035383970540,29931521575480,26985300471860
