,Unnamed: 0,제 53 기,제 52 기,제 51 기
63,지배기업 소유주지분,1073569468620,27468123049470,4556469749310
64,비지배지분,"(86,515,019,949)0","(61,161,188,801)0","(574,615,148)0"
65,총포괄손익의 귀속,nan0,nan0,nan0
66,지배기업 소유주지분,14757319804890,31931524335070,8121229124210
67,비지배지분,"(77,078,969,677)0","(49,621,940,741)0","(553,361,353)0"
68,주당손익,nan0,nan0,nan0
69,기본주당순이익,6500,206360,42840
70,계속사업 주당이익,6500,206360,8660
71,중단사업 주당이익,nan0,nan0,34180
72,영업활동으로 인한 현금흐름,13553952432670,"(62,347,860,144)0",1431138725180
73,영업으로부터 창출된 현금,14112956500290,2232858426770,2802722197630
74,이자의 수취,1649459031380,390564185580,37653774230
75,이자의 지급,"(244,899,856,936)0","(110,469,075,744)0","(62,253,789,194)0"
76,배당금의 수취,2784120952650,765399278380,348691996990
77,법인세의 납부,"(254,358,548,229)0","(290,760,973,473)0","(113,539,135,173)0"
78,투자활동으로 인한 현금흐름,"(812,089,431,935)0",23686318649740,544499621120
79,투자활동으로 인한 현금유입액,12063535235280,29196703296790,5867408745520
80,매각예정자산의 처분,860844790730,560529074860,nan0
81,단기금융상품의 순감소,nan0,443082735370,nan0
82,단기대여금의 회수,448308340890,56073403370,16393129000
83,유동성장기채권의 회수,567691624590,3861571930,nan0
84,매도가능금융자산의 처분,4257553479070,17946897710,4308600000
85,종속기업투자의 처분,42630057510,119986596080,nan0
86,관계기업 및 공동기업투자의 처분,3249832001900,215045485250,6364386270
87,장기채권의 회수,422560075410,nan0,nan0
88,보증금의 감소,1032225846310,453589421150,246699380000
89,유형자산의 처분,1076223422490,263970917650,46683485220
90,무형자산의 처분,13852130870,33768200640,197000000
91,투자부동산의 처분,64632053090,nan0,nan0
92,사업결합으로 인한 현금유입,nan0,27028813733480,nan0
93,사업부문 양도로 인한 현금유입,nan0,nan0,4947733226860
94,사업부문 양수로 인한 현금유입,nan0,nan0,599029538170
95,기타비유동자산의 처분,27181412420,35259300,nan0
96,투자활동으로 인한 현금유출액,"(2,018,442,955,463)0","(551,038,464,705)0","(532,290,912,440)0"
97,단기금융상품의 증가,9929026750840,nan0,647458434000
98,매도가능금융자산의 취득,1081173624000,91580345000,17446400020
99,관계기업 및 공동기업투자의 취득,2731969665010,1550179884800,2373999903520
100,해외자원개발자금의 증가,827293890,774285730,nan0
101,장기채권의 증가,457179533180,253324031430,200000000
102,보증금의 증가,631799314630,482533811530,263543048720
103,유형자산의 취득,4846520845280,2594917924740,1855968758350
104,무형자산의 취득,481925757410,411237658520,164292579790
105,사업결합등으로 인한 순현금유출액,nan0,111095995640,nan0
106,기타비유동자산의 증가,24006770390,14740709660,nan0
107,재무활동으로 인한 현금흐름,1224277954440,"(527,369,324,170)0","(45,641,061,169)0"
108,재무활동으로 인한 현금유입액,28465154628410,2561840126260,10793482669980
109,단기차입금의 순증가,nan0,1400615107080,nan0
110,사채의 발행,8672038000000,nan0,4982200000000
111,장기차입금의 차입,5113887813240,1161225019180,565410000000
112,유상증자,nan0,nan0,5245872669980
113,비지배지분에 대한 순증감,14679228815170,nan0,nan0
114,재무활동으로 인한 현금유출액,"(2,724,087,667,397)0","(783,553,336,796)0","(1,124,989,328,167)0"
115,단기차입금의 순감소,4823510880220,nan0,6874647332490
116,유동성장기채무의 상환,11295471421130,3207852380710,4375245949180
117,장기차입금의 조기상환,3485865989440,216428515130,nan0
118,금융보증부채의 지급,nan0,200000000000,nan0
119,임대보증금의 감소,nan0,151594430,nan0
120,배당금의 지급,838930235500,nan0,nan0
121,자기주식의 취득,6755256602000,4155961779290,nan0
122,비지배지분에 대한 배당,28089680790,36495661650,nan0
123,비지배지분에 대한 순증감,nan0,1794729480,nan0
124,기타자본의 증감,13751864890,16848707270,nan0
125,현금및현금성자산의순증가(감소),6657336067760,17789146806600,1519227734610
126,기초현금및현금성자산,20664044342550,3047294053840,1517009656270
127,현금및현금성자산에대한 환율변동효과,"(33,607,993,845)0","(17,239,651,789)0",11056662960
128,기말현금및현금성자산,26985300471860,20664044342550,3047294053840
